TMGNN,0,8.06620,3.74761
TMGNN,1,8.00682,3.72657
TMGNN,2,8.63806,3.95881
TMGNN,3,8.78439,4.03358
TMGNN,4,9.31217,4.54554
TMGNN,5,9.39913,4.78050
TMGNN,6,8.95517,4.34719
TMGNN,7,8.27754,3.70241
TMGNN,8,8.47330,4.04355
TMGNN,9,8.30761,4.14974
TMGNN,10,8.92474,4.31939
TMGNN,11,8.92761,4.22100
TMGNN,12,9.08310,4.42827
TMGNN,13,8.88619,4.03728
ATMGNN,0,7.85190,4.01807
ATMGNN,1,8.10210,4.03709
ATMGNN,2,8.64187,4.32464
ATMGNN,3,8.95736,4.40707
ATMGNN,4,9.10113,4.50260
ATMGNN,5,9.16376,4.48332
ATMGNN,6,8.89164,4.50750
ATMGNN,7,8.41886,4.24851
ATMGNN,8,8.48767,4.28001
ATMGNN,9,8.48916,4.26748
ATMGNN,10,8.88011,4.62928
ATMGNN,11,8.68695,4.46225
ATMGNN,12,8.66063,4.10142
ATMGNN,13,8.82315,4.01768
ATMGNN,0,7.90011,3.73745
ATMGNN,1,8.24247,4.12680
ATMGNN,2,8.39219,4.23424
ATMGNN,3,8.74044,4.15349
ATMGNN,4,9.31050,4.77763
ATMGNN,5,8.92705,4.59268
ATMGNN,6,8.77730,4.35255
ATMGNN,7,8.38642,4.05794
ATMGNN,8,8.55460,4.46503
ATMGNN,9,8.40675,4.16845
ATMGNN,10,8.75244,4.58170
ATMGNN,11,8.86333,4.65442
ATMGNN,12,8.99640,4.57389
ATMGNN,13,8.81959,4.32533
